,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_shares,num_likes,Reactions_SUM,category,matched_keywords,language,average_sentiment_score,sentiment,account_name
4,401846167974_10156105735727975,2017-12-19 10:59:33,https://www.facebook.com/TransportandInfrastructureinCanada/videos/10156105735727975/,Uh oh. Prime Minister Justin Trudeau can’t reach Santa. Maybe Minister Garneau knows why he’s not texting back and can help solve the mystery,Uh oh. Prime Minister Justin Trudeau can’t reach Santa. Maybe Minister Garneau knows why he’s not texting back and can help solve the mystery,[],48,706,287,1157,Economical,"['minister', 'minister']",en,-0.0816344246031746,negative,TransportandInfrastructureinCanada_facebook
0,860102236936036352,2017-05-04 12:02:07,"['https://t.co/5fTSLgdPJt', 'https://t.co/axE5xmIprF']",#Recall All-Terrain Armored Transport the hydraulics could fail in extreme cold causing the #ATAT to fall https://t.co/5fTSLgdPJt #MayThe4th https://t.co/axE5xmIprF,Recall Terrain Armored Transport hydraulics could fail extreme cold causing ATAT fall https co 5fTSLgdPJt MayThe4th https co axE5xmIprF,"['#Recall', '#ATAT', '#MayThe4th']",,3039,3409,6448,Economical,"['#recall', 'transport']",en,-0.4083333333333334,Negative,Transport_gc_tweeter
1,825561161944985600,2017-01-29 04:28:13,[],RT @CanEmbUSA: Canadian passport holders and dual citizens will not be affected by the ban. Problems at the border? Call us 24/7 at 613-996…,RT CanEmbUSA Canadian passport holders dual citizens affected ban Problems border Call us 24 613,[],,1765,0,1765,unknown,[],en,0.0,Neutral,Transport_gc_tweeter
2,817496330868297728,2017-01-06 22:21:28,[],RT @CanadaFP: #FortLauderdale suspect did not fly from Canada and was not on a Canadian flight. There is no Canadian connection,RT CanadaFP FortLauderdale suspect fly Canada Canadian flight Canadian connection,['#FortLauderdale'],,1217,0,1217,unknown,[],en,-0.4,Negative,Transport_gc_tweeter
3,811934980163194880,2016-12-22 14:02:38,"['https://t.co/eAwBFMJFtI', 'https://t.co/hK6THmPde']",#ICYMI- #Santa renewed his commercial pilot’s license! Watch what happened behind the scenes during his exam https://t.co/eAwBFMJFtI https://t.co/hK6THmPdeU,ICYMI Santa renewed commercial license Watch happened behind scenes exam https co eAwBFMJFtI https co hK6THmPdeU,"['#ICYMI', '#Santa']",,515,578,1093,Social,['#santa'],en,-0.2,Neutral,Transport_gc_tweeter
4,850772432579383297,2017-04-08 18:08:49,[],RT @VeteransENG_CA: Troops representing all four divisions of the Canadian Army who fought at Vimy march to the Canadian National Vimy Memo…,RT Troops representing four divisions Canadian Army fought Vimy march Canadian National Vimy,[],,964,0,964,unknown,[],en,0.0,Neutral,Transport_gc_tweeter
0,943905384338731008,2017-12-21 18:05:55,[],"Due to the seriousness of helicopter accident near Tweed, ON, the TSB would like to bring the following to the immediate attention of all helicopter operators:  Cargo must be adequately secured at all times, to prevent it from shifting or departing the helicopter during flight.",Due seriousness helicopter accident near Tweed TSB would like bring following immediate attention helicopter operators Cargo must adequately secured times prevent shifting departing helicopter flight,[],,28,24,52,unknown,[],en,0.07708333333333334,Neutral,TSBCanada_tweeter
1,933350148129853440,2017-11-22 15:03:10,['https://t.co/k4EuTQLkTZ'],Fatigue management is a crucial component of transportation safety. This is why we examine the presence of fatigue in nearly all our investigations. The industry has a responsibility to ensure that no one becomes a casualty of fatigue. Chair’s statement: https://t.co/k4EuTQLkTZ,Fatigue management crucial component transportation safety examine presence fatigue nearly investigations industry responsibility ensure one becomes casualty fatigue statement https co k4EuTQLkTZ,[],,22,21,43,unknown,[],en,0.05,Neutral,TSBCanada_tweeter
2,793881685662326784,2016-11-02 18:25:18,"['https://t.co/zhwaXdAftP', 'https://t.co/NnUSEMuDlR']","To reduce the risk of collisions on runways, we need implementation of new technology that alerts pilots https://t.co/zhwaXdAftP #Watchlist https://t.co/NnUSEMuDlR",reduce risk collisions runways need implementation new technology alerts pilots https co zhwaXdAftP Watchlist https co NnUSEMuDlR,['#Watchlist'],,23,19,42,Economical,['technology'],en,0.13636363636363635,Neutral,TSBCanada_tweeter
3,732560721884684288,2016-05-17 13:17:41,['https://t.co/QlthJrqmgv'],RT @Transport_gc: Laser pointers can distract pilots during the most critical phases of flight. #NotABrightIdea https://t.co/QlthJrqmgv,RT Laser pointers distract pilots critical phases flight NotABrightIdea https co QlthJrqmgv,['#NotABrightIdea'],,37,0,37,unknown,[],en,0.25,Neutral,TSBCanada_tweeter
4,714916410917535745,2016-03-29 20:45:29,['https://t.co/G2u46woXv4'],We are launching a full investigation into the aircraft accident near #ilesdelamadeleine airport https://t.co/G2u46woXv4,launching full investigation aircraft accident near ilesdelamadeleine airport https co G2u46woXv4,['#ilesdelamadeleine'],,23,12,35,unknown,[],en,0.225,Neutral,TSBCanada_tweeter
0,431918433581020_771428256296701,2016-02-23 11:45:32,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/771428256296701/?type=3,"SCAM ALERT: Beware of scammers impersonating the Canada Revenue Agency (CRA). 

These scammers “spoof” phone numbers to make it look like the call is from the CRA claiming that you owe the government back taxes. These scammers threaten arrest if you don't make an immediate payment through untraceable money transfers and prepaid credit cards.  

Always be vigilant when disclosing personal and financial information. Here are some ways to tell if it's really the CRA: http://ow.ly/YExnK",SCAM ALERT: Beware of scammers impersonating the Canada Revenue Agency (CRA). These scammers “spoof” phone numbers to make it look like the call is from the CRA claiming that you owe the government back taxes. These scammers threaten arrest if you don't make an immediate payment through untraceable money transfers and prepaid credit cards. Always be vigilant when disclosing personal and financial information. Here are some ways to tell if it's really the CRA:,[],89,3528,251,3878,Economical,"['government', 'government', 'tax', 'money']",en,0.0,neutral,YourMoneyMattersCanada_facebook
1,431918433581020_750814751691385,2016-01-06 13:30:31,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/750814751691385/?type=3,"The Department of Finance is getting ready for Budget 2016 and we want to hear from you. 

Leave your questions in the comment section below and Finance Minister Bill Morneau will answer some of them at one of two Facebook Live town hall events coming up on:
• January 11, from 3:00 p.m. to 4:00 p.m., Atlantic Standard Time, hosted by Dalhousie University; and
• January 15, from 2:00 p.m. to 2:50 p.m., Mountain Standard Time, hosted by the University of Calgary. 

Tune in here to watch these Facebook Live events on January 11th and 15th.","The Department of Finance is getting ready for Budget and we want to hear from you. Leave your questions in the comment section below and Finance Minister Bill Morneau will answer some of them at one of two Facebook Live town hall events coming up on: • January , from :00 p.m. to :00 p.m., Atlantic Standard Time, hosted by Dalhousie University; and • January , from :00 p.m. to :50 p.m., Mountain Standard Time, hosted by the University of Calgary. Tune in here to watch these Facebook Live events on January th and th.",[],266,235,112,613,Economical,"['finance', 'finance', 'minister']",en,0.0,neutral,YourMoneyMattersCanada_facebook
2,431918433581020_1045063055599885,2017-03-22 14:54:37,https://www.facebook.com/YourMoneyMattersCanada/videos/1045063055599885/,"The Minister of Finance, Bill Morneau, tables #Budget2017 in the House of Commons – March 22, 2017 in Ottawa","The Minister of Finance, Bill Morneau, tables in the House of Commons – March , in Ottawa",['#Budget2017'],324,52,77,566,Economical,"['minister', 'finance']",en,0.040137932175983895,positive,YourMoneyMattersCanada_facebook
3,431918433581020_862727183833474,2016-08-09 13:41:47,https://www.facebook.com/YourMoneyMattersCanada/videos/862727183833474/,"Minister Morneau Facebook Live event in Sudbury Ontario
Le min Morneau à Sudbury Ontario, séance en direct sur Facebook","Minister Morneau Facebook Live event in Sudbury Ontario Le min Morneau à Sudbury Ontario, séance en direct sur Facebook",[],133,51,292,516,Economical,['minister'],en,0.0,neutral,YourMoneyMattersCanada_facebook
4,431918433581020_774439312662262,2016-03-01 09:02:39,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/774439312662262/?type=3,"EFFECTIVE TODAY! Canadians can subscribe to a basic TV package that costs no more than $25/month. As of March 1st, cable and satellite companies must also now offer PICK & PAY options: EITHER individual channels OR packages of up to 10 channels. Get more details here or contact your local cable provider: http://ow.ly/YT5FW","EFFECTIVE TODAY! Canadians can subscribe to a basic TV package that costs no more than $25/month. As of March st, cable and satellite companies must also now offer PICK & PAY options: EITHER individual channels OR packages of up to channels. Get more details here or contact your local cable provider:",[],33,245,176,470,Social,['local'],en,0.0,neutral,YourMoneyMattersCanada_facebook
